Model,Precision,Recall,AP
Logistic Regression,0.030350448782685356,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030352712663672073,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030354976882415865,0.9998034398034398,0.7679054147275222
Logistic Regression,0.03035724143899233,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030359506333477077,0.9998034398034398,0.7679054147275222
Logistic Regression,0.03036177156594575,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030364037136474006,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030366303045137526,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030368569292012017,0.9998034398034398,0.7679054147275222
Logistic Regression,0.03037083587717321,0.9998034398034398,0.7679054147275222
Logistic Regression,0.03037310280069685,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030375370062658717,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030377637663134602,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030379905602200327,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030382173879931727,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030384442496404672,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030386711451695046,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030388980745878758,0.9998034398034398,0.7679054147275222
Logistic Regression,0.03039125037903174,0.9998034398034398,0.7679054147275222
Logistic Regression,0.030393520351229948,0.9998034398034398,0.7679054147275222
